Type,Date,Part of a policing operation,Policing operation,Latitude,Longitude,Gender,Age range,Self-defined ethnicity,Officer-defined ethnicity,Legislation,Object of search,Outcome,Outcome linked to object of search,Removal of more than just outer clothing
Person search,2016-10-13T14:25:00+00:00,,,52.397280,-1.984304,,10-17,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False
Person search,2016-10-13T18:04:00+00:00,,,52.477877,-1.827531,,over 34,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person and Vehicle search,2016-10-13T21:34:00+00:00,,,52.472365,-1.845969,,18-24,Asian or Asian British - Indian (A1),,Firearms Act 1968 (section 47),Firearms,Offender given drugs possession warning,False,False
Person and Vehicle search,2016-10-13T21:34:00+00:00,,,52.472365,-1.845969,,18-24,Asian or Asian British - Indian (A1),Asian,Firearms Act 1968 (section 47),Firearms,Offender given drugs possession warning,False,False
Person search,2016-10-13T22:06:00+00:00,,,52.484871,-1.934500,,10-17,Black or Black British - African (B2),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,False,False
Person and Vehicle search,2016-10-13T22:13:00+00:00,,,52.394167,-1.504377,,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person and Vehicle search,2016-10-13T22:13:00+00:00,,,52.394167,-1.504377,,18-24,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person and Vehicle search,2016-10-13T22:13:00+00:00,,,52.394167,-1.504377,,18-24,Mixed - White and Black Caribbean (M1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Vehicle search,2016-10-13T22:26:00+00:00,,,52.483818,-1.932485,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person and Vehicle search,2016-10-13T23:00:00+00:00,,,52.540926,-2.088070,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,False
Person and Vehicle search,2016-10-13T23:10:00+00:00,,,52.508888,-1.758293,,18-24,Mixed - Any other Mixed ethnic background (M9),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-13T23:14:00+00:00,,,52.508888,-1.758293,,25-34,White - Any other White ethnic background (W9),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-13T23:15:00+00:00,,,52.481371,-1.893689,,18-24,Black or Black British - African (B2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person search,2016-10-13T23:16:00+00:00,,,52.463687,-1.776659,,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-13T23:57:00+00:00,,,52.451025,-1.731300,,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-14T01:07:00+00:00,,,52.442064,-1.510372,,18-24,Asian or Asian British - Indian (A1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-14T03:32:00+00:00,,,52.476555,-1.896719,,18-24,Black or Black British - African (B2),Black,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person and Vehicle search,2016-10-14T05:38:00+00:00,,,52.442254,-1.882043,,25-34,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False
Person search,2016-10-14T09:53:00+00:00,,,52.593994,-2.142177,,over 34,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-14T15:36:00+00:00,,,52.480264,-1.786205,,10-17,Asian or Asian British - Pakistani (A2),Asian,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-14T15:36:00+00:00,,,52.480264,-1.786205,,10-17,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-14T16:10:00+00:00,,,52.414320,-1.775468,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person search,2016-10-14T20:20:00+00:00,,,52.407741,-1.836888,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-14T20:40:00+00:00,,,52.463832,-1.819755,,18-24,Asian or Asian British - Pakistani (A2),Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-14T20:40:00+00:00,,,52.463832,-1.819755,,18-24,Asian or Asian British - Pakistani (A2),Asian,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-14T20:51:00+00:00,,,52.525005,-1.849072,,,Black or Black British - Caribbean (B1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,False,False
Person and Vehicle search,2016-10-14T20:51:00+00:00,,,52.525005,-1.849072,,18-24,Black or Black British - Caribbean (B1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect summonsed to court,False,False
Person search,2016-10-14T20:59:00+00:00,,,52.484539,-1.788599,,25-34,Asian or Asian British - Bangladeshi (A3),Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-14T20:59:00+00:00,,,52.484539,-1.788599,,25-34,Asian or Asian British - Pakistani (A2),Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-14T22:14:00+00:00,,,52.506985,-1.763991,,over 34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-14T22:16:00+00:00,,,52.501137,-1.748701,,over 34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-14T22:17:00+00:00,,,52.426122,-1.827732,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-14T22:22:00+00:00,,,52.426122,-1.827732,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-14T22:50:00+00:00,,,52.591875,-1.975438,,25-34,Black or Black British - Caribbean (B1),Black,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,False
Person search,2016-10-14T23:00:00+00:00,,,52.383349,-1.795312,,25-34,Asian or Asian British - Indian (A1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-14T23:06:00+00:00,,,52.400887,-1.822039,,25-34,Asian or Asian British - Indian (A1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Vehicle search,2016-10-14T23:08:00+00:00,,,52.415084,-1.828701,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-14T23:23:00+00:00,,,52.584881,-1.978689,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-14T23:24:00+00:00,,,52.540321,-1.854534,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False
Person and Vehicle search,2016-10-14T23:28:00+00:00,,,52.525775,-1.839769,,25-34,Asian or Asian British - Pakistani (A2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person and Vehicle search,2016-10-14T23:39:00+00:00,,,52.542017,-1.859129,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False
Person search,2016-10-14T23:55:00+00:00,,,52.400366,-1.958318,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-14T23:55:00+00:00,,,52.400366,-1.958318,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-14T23:55:00+00:00,,,52.400366,-1.958318,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-15T00:11:00+00:00,,,52.505209,-1.941070,,over 34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False
Person search,2016-10-15T03:06:00+00:00,,,52.475571,-1.914403,,over 34,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person search,2016-10-15T03:06:00+00:00,,,52.561059,-2.066411,,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person search,2016-10-15T07:27:00+00:00,,,52.446187,-1.934690,,over 34,White - Any other White ethnic background (W9),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-15T08:08:00+00:00,,,52.388222,-1.460818,,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-15T08:20:00+00:00,,,52.594969,-1.986774,,25-34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-15T08:20:00+00:00,,,52.594969,-1.986774,,over 34,Mixed - White and Black Caribbean (M1),Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-15T10:54:00+00:00,,,52.473857,-1.906265,,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person and Vehicle search,2016-10-15T11:42:00+00:00,,,52.412044,-1.784094,,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-15T11:48:00+00:00,,,52.476491,-1.918259,,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Vehicle search,2016-10-15T11:55:00+00:00,,,52.482803,-1.920264,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-15T13:08:00+00:00,,,52.597451,-2.045044,,25-34,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-15T13:08:00+00:00,,,52.597451,-2.045044,,25-34,Mixed - White and Black Caribbean (M1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-15T13:51:00+00:00,,,52.609147,-1.953720,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-15T16:30:00+00:00,,,52.419103,-1.521316,,over 34,Asian or Asian British - Indian (A1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,False,False
Person search,2016-10-15T17:32:00+00:00,,,52.435684,-1.831475,,over 34,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-15T17:47:00+00:00,,,52.492237,-1.890658,,25-34,Asian or Asian British - Indian (A1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-15T17:52:00+00:00,,,52.584081,-1.979383,,10-17,Black or Black British - African (B2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False
Person search,2016-10-15T18:21:00+00:00,,,52.575155,-1.987119,,10-17,Asian or Asian British - Pakistani (A2),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Vehicle search,2016-10-15T18:30:00+00:00,,,52.498997,-1.889979,,,,,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-15T19:45:00+00:00,,,52.516684,-1.786972,,10-17,Mixed - White and Black Caribbean (M1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-15T21:52:00+00:00,,,52.475494,-1.896280,,over 34,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-15T22:29:00+00:00,,,52.503348,-1.889909,,over 34,Asian or Asian British - Pakistani (A2),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,False,False
Person search,2016-10-15T22:47:00+00:00,,,52.466951,-1.904219,,10-17,Black or Black British - Caribbean (B1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-15T22:47:00+00:00,,,52.466951,-1.904219,,10-17,Black or Black British - Caribbean (B1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person and Vehicle search,2016-10-15T22:53:00+00:00,,,52.475932,-1.915507,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-15T22:57:00+00:00,,,52.475932,-1.915507,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-16T00:26:00+00:00,,,52.466951,-1.904219,,10-17,Black or Black British - Caribbean (B1),Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person search,2016-10-16T00:26:00+00:00,,,52.466951,-1.904219,,10-17,Black or Black British - Caribbean (B1),Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person search,2016-10-16T00:26:00+00:00,,,52.466951,-1.904219,,10-17,Black or Black British - Caribbean (B1),Black,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person search,2016-10-16T02:20:00+00:00,,,52.475571,-1.914403,,25-34,Asian or Asian British - Pakistani (A2),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-16T03:04:00+00:00,,,52.475571,-1.914403,,25-34,Black or Black British - Caribbean (B1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Article found - Detailed outcome unavailable,,False
Person and Vehicle search,2016-10-16T04:23:00+00:00,,,52.503961,-1.757731,,18-24,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-16T08:05:00+00:00,,,52.418634,-1.509955,,25-34,Black or Black British - African (B2),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person search,2016-10-16T13:03:00+00:00,,,52.437730,-1.923449,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person and Vehicle search,2016-10-16T13:31:00+00:00,,,52.511980,-2.072599,,10-17,White - White British (W1),,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,False
Person search,2016-10-16T13:31:00+00:00,,,52.511980,-2.072599,,over 34,White - White British (W1),,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,False
Person search,2016-10-16T14:16:00+00:00,,,52.491202,-1.855358,,25-34,Black or Black British - African (B2),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,False,False
Person search,2016-10-16T15:03:00+00:00,,,52.445925,-2.014360,,18-24,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False
Person search,2016-10-16T15:07:00+00:00,,,52.445925,-2.014360,,18-24,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False
Person search,2016-10-16T16:13:00+00:00,,,52.456131,-1.774637,,10-17,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-16T16:24:00+00:00,,,52.584865,-2.001108,,10-17,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-16T16:27:00+00:00,,,52.545415,-1.831764,,25-34,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-16T16:29:00+00:00,,,52.456131,-1.774637,,10-17,Black or Black British - Caribbean (B1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,True,False
Person search,2016-10-16T17:35:00+00:00,,,52.475571,-1.914403,,18-24,Asian or Asian British - Pakistani (A2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-16T17:46:00+00:00,,,52.479296,-1.797871,,10-17,Black or Black British - Caribbean (B1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-16T17:46:00+00:00,,,52.479296,-1.797871,,10-17,Black or Black British - African (B2),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-16T18:21:00+00:00,,,52.505048,-2.057325,,over 34,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,True,False
Person search,2016-10-16T20:18:00+00:00,,,52.554586,-2.093244,,25-34,Asian or Asian British - Pakistani (A2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-16T21:25:00+00:00,,,52.526778,-2.106937,,25-34,Asian or Asian British - Pakistani (A2),Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False
Person and Vehicle search,2016-10-16T23:11:00+00:00,,,52.636829,-1.961242,,18-24,White - White British (W1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given penalty notice,False,False
Person search,2016-10-16T23:28:00+00:00,,,52.499534,-1.936570,,25-34,Asian or Asian British - Indian (A1),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,False
Person search,2016-10-17T01:16:00+00:00,,,52.512729,-1.950196,,over 34,Black or Black British - Caribbean (B1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-17T02:57:00+00:00,,,52.527388,-1.912976,,over 34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-17T03:17:00+00:00,,,52.527950,-1.933552,,25-34,White - Any other White ethnic background (W9),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-17T03:31:00+00:00,,,52.587129,-2.123084,,18-24,Mixed - Any other Mixed ethnic background (M9),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False
Person search,2016-10-17T04:27:00+00:00,,,52.380994,-1.748473,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Suspect arrested,True,False
Person search,2016-10-17T09:41:00+00:00,,,52.587525,-1.985152,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-17T11:55:00+00:00,,,52.506925,-1.794592,,18-24,White - Any other White ethnic background (W9),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-17T12:00:00+00:00,,,52.506925,-1.794592,,18-24,White - Any other White ethnic background (W9),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-17T12:02:00+00:00,,,52.506925,-1.794592,,18-24,White - Any other White ethnic background (W9),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person and Vehicle search,2016-10-17T12:04:00+00:00,,,52.506925,-1.794592,,18-24,White - Any other White ethnic background (W9),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-17T13:37:00+00:00,,,52.561229,-2.140005,,10-17,White - Any other White ethnic background (W9),White,Criminal Justice Act 1988 (section 139B),Offensive weapons,Nothing found - no further action,,False
Person search,2016-10-17T15:13:00+00:00,,,52.520436,-1.847525,,over 34,Black or Black British - Caribbean (B1),,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,False
Vehicle search,2016-10-17T15:18:00+00:00,,,52.461467,-1.904187,,,,,Firearms Act 1968 (section 47),Firearms,Nothing found - no further action,,False
Person and Vehicle search,2016-10-17T16:45:00+00:00,,,52.474149,-1.961502,,18-24,Black or Black British - Caribbean (B1),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-17T17:02:00+00:00,,,52.586576,-2.118965,,10-17,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-17T17:02:00+00:00,,,52.488244,-1.889358,,over 34,Black or Black British - Caribbean (B1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-17T17:15:00+00:00,,,52.476433,-1.890594,,25-34,Black or Black British - Caribbean (B1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-17T17:15:00+00:00,,,52.476433,-1.890594,,25-34,Asian or Asian British - Pakistani (A2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-17T17:48:00+00:00,,,52.481417,-1.894661,,25-34,White - White British (W1),,,,Nothing found - no further action,,False
Person search,2016-10-17T18:40:00+00:00,,,52.476433,-1.890594,,25-34,White - White British (W1),,,,Article found - Detailed outcome unavailable,,True
Person and Vehicle search,2016-10-17T18:48:00+00:00,,,52.410128,-1.525118,,over 34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person search,2016-10-17T19:30:00+00:00,,,52.443070,-1.899180,,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-17T19:40:00+00:00,,,52.585385,-2.015823,,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person search,2016-10-17T19:40:00+00:00,,,52.585385,-2.015823,,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Offender given drugs possession warning,True,False
Person search,2016-10-17T20:35:00+00:00,,,52.459539,-2.158123,,18-24,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-17T20:40:00+00:00,,,52.495161,-1.971352,,18-24,White - White British (W1),White,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Suspect arrested,False,False
Person search,2016-10-17T23:08:00+00:00,,,52.582755,-2.038801,,over 34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-17T23:08:00+00:00,,,52.582755,-2.038801,,over 34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person and Vehicle search,2016-10-17T23:45:00+00:00,,,52.457443,-2.158939,,10-17,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person and Vehicle search,2016-10-17T23:45:00+00:00,,,52.457443,-2.158939,,18-24,White - Any other White ethnic background (W9),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person and Vehicle search,2016-10-17T23:45:00+00:00,,,52.457443,-2.158939,,18-24,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person and Vehicle search,2016-10-17T23:45:00+00:00,,,52.457443,-2.158939,,18-24,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Suspect arrested,True,False
Person search,2016-10-18T00:46:00+00:00,,,52.514211,-1.844393,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-18T00:46:00+00:00,,,52.514211,-1.844393,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-18T00:46:00+00:00,,,52.514211,-1.844393,,over 34,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person and Vehicle search,2016-10-18T00:49:00+00:00,,,52.536180,-1.836428,,18-24,Mixed - White and Black Caribbean (M1),Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person and Vehicle search,2016-10-18T00:49:00+00:00,,,52.536180,-1.836428,,18-24,Mixed - White and Black Caribbean (M1),Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Suspect arrested,False,False
Person and Vehicle search,2016-10-18T00:49:00+00:00,,,52.536180,-1.836428,,18-24,Black or Black British - Caribbean (B1),Black,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-18T01:20:00+00:00,,,52.443011,-2.068439,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-18T01:20:00+00:00,,,52.443011,-2.068439,,18-24,White - White British (W1),White,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
Person search,2016-10-18T01:43:00+00:00,,,52.426841,-1.869687,,10-17,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-18T01:55:00+00:00,,,52.421656,-1.863688,,18-24,Black or Black British - Caribbean (B1),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-18T02:03:00+00:00,,,52.426841,-1.869687,,18-24,Asian or Asian British - Pakistani (A2),Asian,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-18T02:21:00+00:00,,,52.477214,-1.911043,,18-24,Asian or Asian British - Any other Asian ethnic background (A9),Asian,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-18T03:53:00+00:00,,,52.475571,-1.914403,,18-24,Black or Black British - African (B2),Black,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-18T04:05:00+00:00,,,52.477214,-1.911043,,18-24,Black or Black British - African (B2),,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-18T06:34:00+00:00,,,52.470935,-2.081879,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Stolen goods,Nothing found - no further action,,False
Person search,2016-10-18T06:52:00+00:00,,,52.433412,-1.456075,,over 34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Offensive weapons,Nothing found - no further action,,False
Vehicle search,2016-10-18T08:17:00+00:00,,,52.472319,-1.852461,,,,,Misuse of Drugs Act 1971 (section 23),Controlled drugs,Nothing found - no further action,,False
Person search,2016-10-18T11:42:00+00:00,,,52.474394,-1.914670,,25-34,White - White British (W1),,Police and Criminal Evidence Act 1984 (section 1),Article for use in theft,Nothing found - no further action,,False
