,FHRSID,LocalAuthorityBusinessID,BusinessName,BusinessType,BusinessTypeID,AddressLine1,AddressLine2,PostCode,RatingValue,RatingKey,RatingDate,LocalAuthorityCode,LocalAuthorityName,LocalAuthorityWebSite,LocalAuthorityEmailAddress,Scores,SchemeType,NewRatingPending,Geocode,AddressLine3,AddressLine4
1148,838715,PI/000231160,Little Hands Toddlers and PreSchool,School/college/university,7845,Wollescote Community Centre,Wassell Road,DY9 9BY,5,fhrs_5_en-GB,2017-10-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Wollescote,Stourbridge
1149,1221590,PI/000241644,Little Italy,Takeaway/sandwich shop,7844,178 Wolverhampton Street,Dudley,DY1 3AD,3,fhrs_3_en-GB,2020-01-27,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1150,1081364,PI/000239480,Little Kids Kingdom,Hospitals/Childcare/Caring Premises,5,King Street,Dudley,DY2 8QB,4,fhrs_4_en-GB,2018-09-24,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1151,501853,PI/000128141,Little Lambs Pre-School,Hospitals/Childcare/Caring Premises,5,Bethel Chapel,Hill Street,DY9 8TL,5,fhrs_5_en-GB,2019-12-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Lye,Stourbridge
1152,1295234,PI/000242568,Little Miss Buffet,Other catering premises,7841,"Unit 1A, Eagle Trading Estate",97-107 Stourbridge Road,B63 3UA,5,fhrs_5_en-GB,2020-10-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1153,1012119,PI/000237336,Little Owls Nursery,Hospitals/Childcare/Caring Premises,5,Ashwood Park Primary School,Bells Lane,DY8 5DJ,Exempt,fhrs_exempt_en-GB,2017-09-14,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Wordsley,Stourbridge
1154,744530,PI/000162444,Little Rhymes,Other catering premises,7841,Park Congregational Church,Himley Street,DY1 2BE,5,fhrs_5_en-GB,2019-11-04,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1155,893005,PI/000233882,Little Saints Pre-School,Hospitals/Childcare/Caring Premises,5,St Josephs Rc Primary School,Lea Vale Road,DY8 2DT,5,fhrs_5_en-GB,2019-06-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Norton,Stourbridge
1156,1201147,PI/000241388,Little Taste of Heaven,Restaurant/Cafe/Canteen,1,14 Lawnswood Road,Wordsley,DY8 5PG,5,fhrs_5_en-GB,2019-12-02,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1157,1295247,PI/000242990,Little Treats,Other catering premises,7841,,,,5,fhrs_5_en-GB,2021-06-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1158,1255063,PI/000242321,Little Walkers Day Nursery,Hospitals/Childcare/Caring Premises,5,Yew Tree Lane,Coseley,WV14 8RF,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1159,1103712,PI/000240053,LJD Meats,Retailers - other,4613,Plaza Mall,84 High Street,B63 3BA,5,fhrs_5_en-GB,2019-01-30,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1160,501165,PI/000048866,Lloyds Pharmacy,Retailers - other,4613,11 Peckingham Street,Halesowen,B63 3AW,Exempt,fhrs_exempt_en-GB,2013-05-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1161,774086,PI/000228738,Lloyds Pharmacy,Retailers - other,4613,121 Oakfield Road,Wollescote,DY9 9DS,Exempt,fhrs_exempt_en-GB,2006-10-30,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1162,896270,PI/000231893,Lloyds Pharmacy,Retailers - other,4613,173 High Street,Lye,DY9 8LN,Exempt,fhrs_exempt_en-GB,2013-11-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1163,778702,PI/000137062,Lloyds Pharmacy,Retailers - other,4613,175 The Ridgeway,Sedgley,DY3 3UH,Exempt,fhrs_exempt_en-GB,2013-09-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1164,500761,PI/000030689,Lloyds Pharmacy,Retailers - other,4613,209 High Street,Lye,DY9 8JX,Exempt,fhrs_exempt_en-GB,2019-09-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1165,500402,PI/000019266,Lloyds Pharmacy,Retailers - other,4613,24-28 Dudley Street,Sedgley,DY3 1SB,Exempt,fhrs_exempt_en-GB,2019-08-21,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1166,501591,PI/000069294,Lloyds Pharmacy,Retailers - other,4613,35 Worcester Street,Stourbridge,DY8 1AT,Exempt,fhrs_exempt_en-GB,2013-07-02,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1167,501375,PI/000060337,Lloyds Pharmacy,Retailers - other,4613,Talbot House,Talbot Street,DY5 3DL,Exempt,fhrs_exempt_en-GB,2013-11-07,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1168,1112379,PI/000240192,Loaded Desserts,Restaurant/Cafe/Canteen,1,135 Bridgnorth Road,Wollaston,DY8 3NX,4,fhrs_4_en-GB,2019-03-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1169,991497,PI/000236698,Local Express,Retailers - other,4613,Shop Unit 2,79 Russells Hall Road,DY1 2JW,3,fhrs_3_en-GB,2019-08-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1170,501265,PI/000054168,Local Express Sandfield Stores,Retailers - other,4613,19 Sandfield Road,Wordsley,DY8 5UQ,4,fhrs_4_en-GB,2019-02-22,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1171,1057654,PI/000238521,Lollies Cake Creations,Other catering premises,7841,,,,5,fhrs_5_en-GB,2018-09-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1172,1243143,PI/000241993,Londis Subway Netherton,Takeaway/sandwich shop,7844,176 Halesowen Road,Netherton,DY2 9PS,4,fhrs_4_en-GB,2020-12-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1173,896296,PI/000250806,Londis Supermarket,Retailers - other,4613,161 Stourbridge Road,Dudley,DY1 2EQ,4,fhrs_4_en-GB,2018-07-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1174,1221589,PI/000241630,Londis Village Stores,Retailers - other,4613,38 Madeley Road,Kingswinford,DY6 8PF,4,fhrs_4_en-GB,2020-01-29,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1175,1295250,PI/000242999,"Londis, MFG Fuel Service Station",Retailers - other,4613,76-83 Wolverhampton Street,Dudley,DY1 3AW,3,fhrs_3_en-GB,2021-07-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1176,1112390,PI/000240323,Longlands Tavern,Pub/bar/nightclub,7843,24 Western Road,Stourbridge,DY8 3XU,3,fhrs_3_en-GB,2019-03-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1177,1214159,PI/000241563,Loon Fung,Takeaway/sandwich shop,7844,33 Green Street,Stourbridge,DY8 1UQ,4,fhrs_4_en-GB,2019-11-21,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1178,1087961,PI/000239534,Lotus Garden,Takeaway/sandwich shop,7844,42 Skidmore Road,Coseley,WV14 8SE,2,fhrs_2_en-GB,2019-10-09,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Bilston,
1179,1400445,PI/000244916,Louie's Cafe,Restaurant/Cafe/Canteen,1,823 High Street,Kingswinford,DY6 8AA,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1180,1218314,PI/000241353,Lounge 101,Pub/bar/nightclub,7843,101 Kent Road,Halesowen,B62 8PB,3,fhrs_3_en-GB,2020-01-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1181,1371031,PI/000021400,Love at First Bite,Other catering premises,7841,,,,5,fhrs_5_en-GB,2021-04-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1182,1252042,PI/000242280,Love Ice Cream,Mobile caterer,7846,,,,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1183,1321377,PI/000243391,Low N Slow,Takeaway/sandwich shop,7844,Unit 1,c/o Jobsworth Recruitment Solutions,B62 8AR,4,fhrs_4_en-GB,2021-03-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Lodgefield Road,Halesowen
1184,501377,PI/000060675,Lower Gornal Youth Centre,Retailers - other,4613,Temple Street,Lower Gornal,DY3 2PE,Exempt,fhrs_exempt_en-GB,2007-02-21,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1185,862588,PI/000231518,Loyal Lodge,Pub/bar/nightclub,7843,15 Furnace Hill,Halesowen,B63 3LY,5,fhrs_5_en-GB,2017-10-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1186,619073,PI/000143313,Loz's Little Kitchen,Restaurant/Cafe/Canteen,1,Sargeant Turner Trading Estate,Bromley Street,DY9 8HZ,5,fhrs_5_en-GB,2019-02-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Lye,
1187,997088,PI/000236704,LTS (Lick The Spoon) Cakes & Bakes,Retailers - other,4613,,,,5,fhrs_5_en-GB,2017-08-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1188,1388137,PI/000244550,LTS Cakes & Bakes,Mobile caterer,7846,Dudley Market,Market Place,DY1 1PJ,5,fhrs_5_en-GB,2021-06-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1189,658658,PI/000128681,Lutley Acorns After School Club,Hospitals/Childcare/Caring Premises,5,Lutley Community Centre,Brookwillow Road,B63 1BU,5,fhrs_5_en-GB,2019-02-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1190,500200,PI/000009795,Lutley Community Centre,Hospitals/Childcare/Caring Premises,5,Brookwillow Road,Halesowen,B63 1BU,5,fhrs_5_en-GB,2012-09-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1191,501788,PI/000123303,Lutley Kindergarten,Hospitals/Childcare/Caring Premises,5,Lutley Community Centre,Brookwillow Road,B63 1BU,5,fhrs_5_en-GB,2010-09-28,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1192,501349,PI/000058746,Lutley Oak Public House,Pub/bar/nightclub,7843,327 Stourbridge Road,Halesowen,B63 3QT,5,fhrs_5_en-GB,2018-10-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1193,500199,PI/000009794,Lutley Primary School,School/college/university,7845,Brookwillow Road,Halesowen,B63 1BU,5,fhrs_5_en-GB,2019-05-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1194,501792,PI/000123655,Lutley Senior Citizens Club,Other catering premises,7841,Scout Hut At Rear Of 5 To 9,Elizabeth Road,B63 4BG,5,fhrs_5_en-GB,2018-11-29,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1195,1405598,PI/000244855,Luxury Desserts,Takeaway/sandwich shop,7844,33 High Street,Lye,DY9 8LF,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1196,500947,PI/000039279,Lyde Green Cafe,Restaurant/Cafe/Canteen,1,86 Lyde Green,Cradley,B63 2PG,3,fhrs_3_en-GB,2019-12-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1197,639047,PI/000147522,Lye Cricket Club,Pub/bar/nightclub,7843,Stourbridge Road,Lye,DY9 7DH,5,fhrs_5_en-GB,2019-01-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1198,1349970,PI/000242801,Lye International Food Store,Retailers - supermarkets/hypermarkets,7840,174 High Street,Lye,DY9 8LN,4,fhrs_4_en-GB,2021-03-01,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1199,587101,PI/000140364,Lye Pharmacy 365,Retailers - other,4613,37 High Street,Lye,DY9 8LF,Exempt,fhrs_exempt_en-GB,2013-09-04,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1200,896250,PI/000197591,Lye Post Office & Shop,Retailers - other,4613,36 High Street,Lye,DY9 8LF,Exempt,fhrs_exempt_en-GB,2019-07-09,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1201,580994,PI/000129324,Lye Service Station,Retailers - other,4613,28 Dudley Road,Lye,DY9 8EE,4,fhrs_4_en-GB,2018-11-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1202,580989,PI/000129251,Lye Service Station,Retailers - other,4613,Pedmore Road,Lye,DY9 8DG,5,fhrs_5_en-GB,2017-08-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1203,501346,PI/000058716,Lye Town F C,Pub/bar/nightclub,7843,Stourbridge Road,Lye,DY9 7DH,1,fhrs_1_en-GB,2020-02-28,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,True,,Stourbridge,
1204,1250339,PI/000140683,Lynn's Flower Cabin,Retailers - other,4613,55-57 Summerhill Road,Coseley,WV14 8RE,5,fhrs_5_en-GB,2021-03-01,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Bilston,
1205,1004835,PI/000237113,Lyns Cake Corner,Retailers - other,4613,Dudley Market,Market Place,DY1 1PJ,5,fhrs_5_en-GB,2017-09-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1206,944668,PI/000235627,M & B Fruits,Retailers - other,4613,118 High Street,Stourbridge,DY8 1DT,1,fhrs_1_en-GB,2019-02-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1207,1017821,PI/000237457,M & D Exotic Fishmongers,Retailers - other,4613,81A High Street,Dudley,DY1 1QP,3,fhrs_3_en-GB,2017-10-31,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1208,501091,PI/000044689,M S B News,Retailers - other,4613,16 New Street,Dudley,DY1 1LP,5,fhrs_5_en-GB,2017-02-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1209,1375682,PI/000244133,M&D WG Fishmongers & Butchers,Retailers - other,4613,94 High Street,Brierley Hill,DY5 3AP,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1210,778720,PI/000196057,Maan News,Retailers - other,4613,96 Beecher Road,Cradley,B63 2DW,4,fhrs_4_en-GB,2019-10-03,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Halesowen,
1211,1066216,PI/000238550,Mad Hatters of Dudley,Restaurant/Cafe/Canteen,1,39 Louise Street,Lower Gornal,DY3 2UA,4,fhrs_4_en-GB,2021-08-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1212,1049810,PI/000238199,Made by Polly,Retailers - other,4613,,,,4,fhrs_4_en-GB,2018-06-22,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1213,500094,PI/000005224,Madina Tandoori Take-Away,Takeaway/sandwich shop,7844,56 Bilston Street,Sedgley,DY3 1JB,3,fhrs_3_en-GB,2019-07-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1214,1396626,PI/000243428,Magic Cake Design,Manufacturers/packers,7839,92 High Street,Dudley,DY1 1QP,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,True,,,
1215,500852,PI/000034682,Mai-Belles Cupcakes,Other catering premises,7841,,,,5,fhrs_5_en-GB,2012-01-09,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1216,500064,PI/000003928,Maidensbridge Primary School,School/college/university,7845,Beachcroft Road,Wall Heath,DY6 0HX,5,fhrs_5_en-GB,2019-02-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Kingswinford,
1217,901407,PI/000252510,Maitland Road Childrens Home,Hospitals/Childcare/Caring Premises,5,Children Leaving Care Team,1-3 Maitland Road,DY1 2NU,4,fhrs_4_en-GB,2019-04-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1218,500507,PI/000026389,Majestic Wine Warehouse,Retailers - other,4613,153 Hagley Road,Stourbridge,DY8 2JB,Exempt,fhrs_exempt_en-GB,2013-06-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1219,774079,PI/000163916,Malcolm's,Retailers - other,4613,91-93 Watsons Green Road,Dudley,DY2 7LJ,3,fhrs_3_en-GB,2019-02-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1220,1015099,PI/000237356,Maliks Restaurant,Restaurant/Cafe/Canteen,1,90 Dudley Road,Lye,DY9 8ET,3,fhrs_3_en-GB,2019-04-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1221,1321381,PI/000243404,Mamma Jens,Takeaway/sandwich shop,7844,187 High Street,Lye,DY9 8LH,5,fhrs_5_en-GB,2021-03-16,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1222,501633,PI/000077751,Mandy Roberts,Other catering premises,7841,,,,5,fhrs_5_en-GB,2011-09-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1223,1136487,PI/000240421,Mandy's Cake Creations,Other catering premises,7841,15 Kendall Rise,Kingswinford,DY6 8LN,4,fhrs_4_en-GB,2019-05-20,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1224,744516,PI/000159631,Mandy's Tasty Plaice,Takeaway/sandwich shop,7844,140 Commonside,Pensnett,DY5 4AA,2,fhrs_2_en-GB,2019-09-09,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1225,1392133,PI/000244608,Mane Bite,Mobile caterer,7846,28A Wallows Road,Brockmoor,DY5 1PT,AwaitingInspection,fhrs_awaitinginspection_en-GB,,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1226,1303291,PI/000241263,Mani's Muchies,Mobile caterer,7846,Unit 2,12 Bush Road,DY2 0BH,4,fhrs_4_en-GB,2020-11-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Netherton,Dudley
1227,1177969,PI/000254584,Manor Way Filling Station,Other catering premises,7841,Manor Way,Halesowen,B62 8RJ,5,fhrs_5_en-GB,2019-08-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1228,500177,PI/000008612,Manor Way Primary School,School/college/university,7845,Brier Mill Road,Halesowen,B63 3HA,5,fhrs_5_en-GB,2018-09-25,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1229,1015093,PI/000237171,Maria's Cakes,Other catering premises,7841,,,,5,fhrs_5_en-GB,2018-01-11,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1230,1170204,PI/000240999,Mario'z,Takeaway/sandwich shop,7844,28 High Street,Quarry Bank,DY5 2JW,3,fhrs_3_en-GB,2021-06-29,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1231,1196291,PI/000241122,Marj and Bunty's,Other catering premises,7841,,,,5,fhrs_5_en-GB,2019-09-18,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1232,1316650,PI/000243290,Market Hall Tavern,Pub/bar/nightclub,7843,33 Market Street,Kingswinford,DY6 9JS,5,fhrs_5_en-GB,2021-09-21,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1233,501035,PI/000042124,Marks & Spencer Men's & Home,Retailers - other,4613,Marks & Spencer,Merry Hill Centre,DY5 1QS,5,fhrs_5_en-GB,2018-10-23,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1234,896308,PI/000251664,Marks & Spencer Satellite Store,Retailers - other,4613,Merry Hill Centre,Brierley Hill,DY5 1QS,4,fhrs_4_en-GB,2019-07-03,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1235,1388136,PI/000244546,Martha's Double Dutch Chips,Other catering premises,7841,Parkes Hall Social Club,Parkes Hall Road,DY1 3SR,2,fhrs_2_en-GB,2021-06-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Woodsetton,Dudley
1236,501215,PI/000051281,Martin McColl,Retailers - other,4613,Post Office,49 Queensway,DY9 9HJ,5,fhrs_5_en-GB,2019-05-21,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Wollescote,Stourbridge
1237,980275,PI/000236510,Mary Kate's Bakehouse,Other catering premises,7841,,,,5,fhrs_5_en-GB,2017-07-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1238,813531,PI/000227531,Mary Stevens Hospice Coffeestop,Restaurant/Cafe/Canteen,1,Coffee Stop,52-53 High Street,DY8 1DE,3,fhrs_3_en-GB,2019-12-12,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1239,501658,PI/000086034,Mason Meats Mobile Vehicle,Retailers - other,4613,,,,5,fhrs_5_en-GB,2016-01-13,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1240,501376,PI/000060377,Matharu Foodstore,Retailers - other,4613,24 Talbot Street,Lye,DY9 8UH,4,fhrs_4_en-GB,2012-10-24,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1241,501452,PI/000063177,Matthew Southall (Dudley) Limited,Distributors/Transporters,7,62-63 Tower Street,Dudley,DY1 1NH,1,fhrs_1_en-GB,2019-03-26,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1242,500740,PI/000030529,Maverick Drinking House,Pub/bar/nightclub,7843,1 High Street,Amblecote,DY8 4BX,5,fhrs_5_en-GB,2019-04-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Stourbridge,
1243,1267050,PI/000242493,MaxiSaver,Retailers - other,4613,26-28 Ryemarket,Stourbridge,DY8 1HJ,5,fhrs_5_en-GB,2020-12-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1244,1300661,PI/000243171,Maxisaver,Retailers - supermarkets/hypermarkets,7840,Unit 10- 12,Churchill Shopping Centre,DY2 7BJ,4,fhrs_4_en-GB,2021-03-17,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1245,893000,PI/000231827,Mayflower Chinese,Takeaway/sandwich shop,7844,5 High Street,Sedgley,DY3 1RL,3,fhrs_3_en-GB,2019-06-19,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Dudley,
1246,500632,PI/000029614,Mcardles,Retailers - other,4613,92 High Street,Brierley Hill,DY5 3AP,Exempt,fhrs_exempt_en-GB,2013-06-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1247,896355,PI/000256734,McColl's,Retailers - other,4613,Hill Street,Brierley Hill,DY5 2UE,4,fhrs_4_en-GB,2019-10-08,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1248,501009,PI/000041987,McDonalds,Restaurant/Cafe/Canteen,1,L102,Merry Hill Centre,DY5 1SH,5,fhrs_5_en-GB,2019-11-28,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,Brierley Hill,
1249,501039,PI/000042131,McDonalds,Restaurant/Cafe/Canteen,1,"The Boulevard, Merry Hill",Brierley Hill,DY5 1SY,5,fhrs_5_en-GB,2018-09-05,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1250,980267,PI/000235167,McDonalds,Restaurant/Cafe/Canteen,1,Unit 3 Mill Race Lane,Stourbridge,DY8 1JN,5,fhrs_5_en-GB,2019-06-10,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
1251,744529,PI/000162443,McDonald's Restaurant Ltd,Restaurant/Cafe/Canteen,1,Birmingham New Road,,WV14 9JH,5,fhrs_5_en-GB,2019-05-28,409,Dudley,http://www.dudley.gov.uk,Food.DUE@dudley.gov.uk,,FHRS,False,,,
