NID_ID,STATE,DAM_NAME,OTHER_NAME,HAZARD,EAP,STATE_NAME,CONG_DIST,COUNTY,NEAR_CITY,DIST_CITY,RIVER,PRM_PURPOS,NID_DAMTYP,YEAR_COMPL,NID_HEIGHT,NID_STOR,DAM_LENGTH,MAX_DISCH,OWNER,OWN_TYPE,STATE_AGCY,FED_AGCY,NONFED_DAM,SECT_TOWN,PURPOSE,DAM_TYPE,DAM_HEIGHT,HYDR_HGT,STRUCT_HGT,NORM_STOR,MAX_STOR,SURF_AREA,DRAIN_AREA,SPILL_TYPE,SPILL_WDTH,NUM_LOCKS,LOCK_LEN,LOCK_WIDTH,VOLUME,INSP_DATE,PHASEI_INS,FD_CONSTRC,FD_DESIGN,FD_FUNDING,FD_INSPECT,FD_OPERATE,FD_OTHER,FD_OWNER,FD_REGULAT,SUPP_FED,SUPP_DATE,SOURC_AGCY,SOURC_DATE,SOURCE_ID,LONGITUD_X,LATITUDE_Y,FIPS_STATE,FIPS_CNTY,RECID
OH00792,OH,ARCHBOLD UPGROUND RESERVOIR NO. 2,,HIGH,,OHIO,OH-09,FULTON,ARCHBOLD,0.6,BRUSH CREEK-OS,WATER SUPPLY,GRAVITY,1961,27,777,5500,,VILLAGE OF ARCHBOLD,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,GERMAN,SR,RE,22,19,27,622,777,45.1,0.07,,,,,,,14/11/1986,YES,,,,,,,,,,,OH,05/09/1995,1442-002,-84.293333,41.518333,39,39051,713
OH00793,OH,ST. CLAIRSVILLE RESERVOIR NO. 1 DAM,,HIGH,,OHIO,OH-18,BELMONT,ECHO,5.7,LITTLE MCMAHON CREEK,WATER SUPPLY,GRAVITY,1929,36,346,285,3479,CITY OF ST. CLAIRSVILLE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,RICHLAND,S,RE,36,28,,157.9,346,16.8,1.37,,,,,,,04/02/1983,YES,,,,,,,,,,,OH,05/09/1995,0007-005,-80.921667,40.065278,39,39013,714
OH00794,OH,ST. CLAIRSVILLE RESERVOIR NO. 2 DAM,PROVIDENT RESERVOIR,HIGH,,OHIO,OH-18,BELMONT,PROVIDENT,0.6,JUG RUN,WATER SUPPLY,GRAVITY,1920,31,97,260,595,CITY OF ST. CLAIRSVILLE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,RICHLAND,S,RE,31,26,,63,97,4.9,1.13,,,,,,,04/02/1983,YES,,,,,,,,,,,OH,05/09/1995,0007-001,-80.916667,40.088056,39,39013,715
OH00795,OH,NEW YORK CENTRAL RESERVOIR DAM,,SIGNIFICANT,,OHIO,OH-18,PERRY,GLASTER,7.6,DOTSON CREEK,WATER SUPPLY,GRAVITY,1935,17,61,310,1784,OHIO OIL GATHERING CORPORATION,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MONROE,S,RE,12,7,17,16,61,7,7.6,,,,,,,11/02/1993,NO,,,,,,,,,,,OH,05/09/1995,9420-002,-82.070833,39.586111,39,39127,716
OH00796,OH,SIEMER POND DAM,,SIGNIFICANT,,OHIO,OH-18,PERRY,HATFIELD,1.9,TR-DOTSON CREEK,RECREATION,GRAVITY,1944,29,40,200,205,BARBARA A SIEMER,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MONROE,R,RE,29,26,,26.5,40.2,3.7,0.14,,,,,,,02/05/1991,NO,,,,,,,,,,,OH,05/09/1995,9420-005,-82.072222,39.600556,39,39127,717
OH00797,OH,CROOKSVILLE RESERVOIR NO. 3 DAM,,HIGH,,OHIO,OH-18,PERRY,CROOKSVILLE,5.3,TR-BLACK FORK,WATER SUPPLY,GRAVITY,1956,46,266,450,2530,VILLAGE OF CROOKSVILLE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,BEARFIELD,S,RE,36,29,46,140,266,14.5,1.16,,,,,,,20/01/1988,YES,,,,,,,,,,,OH,05/09/1995,9520-002,-82.073333,39.700833,39,39127,718
OH00798,OH,NEW LEXINGTON RESERVOIR DAM,,HIGH,,OHIO,OH-18,PERRY,NEW LEXINGTON,1.1,TR-LITTLE RUSH CREEK,WATER SUPPLY,GRAVITY,1936,49,707,325,5387,VILLAGE OF NEW LEXINGTON,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,PIKE,S,RE,45,40,49,463,707,35,0.78,,,,,,,11/02/1993,YES,,,,,,,,,,,OH,05/09/1995,9521-002,-82.215833,39.725278,39,39127,719
OH00799,OH,SOMERSET RESERVOIR DAM,,HIGH,,OHIO,OH-18,PERRY,CARTHON,,TR-SOMERSET CREEK,WATER SUPPLY,GRAVITY,1941,35,130,375,2738,VILLAGE OF SOMERSET,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,READING,S,RE,35,30,,78.5,130.4,8.5,0.9,,,,,,,15/11/1990,NO,,,,,,,,,,,OH,05/09/1995,9622-004,-82.291667,39.783333,39,39127,720
OH00800,OH,ATTICA UPGROUND RESERVOIR,,SIGNIFICANT,,OHIO,OH-05,SENECA,CAROLINE,,HONEY CREEK-OS,WATER SUPPLY,GRAVITY,1955,14,55,2470,,VILLAGE OF ATTICA,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,VENICE,S,RE,14,11,,45,55,,0.01,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1027-001,-82.890278,41.052778,39,39147,721
OH00801,OH,BACON LOW HEAD DAM,,LOW,N/R,OHIO,OH-05,SENECA,TIFFIN,,SANDUSKY RIVER,WATER SUPPLY,GRAVITY,1921,8,200,225,,ROGER H. BACON,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,CLINTON,S,MSCN,8,8,,50,200,50,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1031-007,-83.172222,41.123611,39,39147,722
OH00802,OH,LOW HEAD DAM,,LOW,,OHIO,OH-05,SENECA,TIFFIN,,SANDUSKY RIVER,WATER SUPPLY,GRAVITY,,8,300,277,,OHIO-AMERICAN WATER COMPANY,PUBLIC UTILITY,"OHIO DNR, DIVISION OF WATER",,NO,CLINTON,S,CN,8,8,,300,300,70,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1031-008,-83.188333,41.100556,39,39147,723
OH00803,OH,MONROEVILLE LOW HEAD DAM,,LOW,,OHIO,OH-05,HURON,MONROEVILLE,0.1,WEST BRANCH HURON RIVER,WATER SUPPLY,GRAVITY,1947,14,120,283,4853,VILLAGE OF MONROEVILLE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,RIDGEFIELD,SR,CN,14,9,,60,120,20,73,,,,,,,04/04/1995,NO,,,,,,,,,,,OH,05/09/1995,1125-006,-82.695,41.241667,39,39077,724
OH00804,OH,BELLEVUE UPGROUND RESERVOIR NO. 1,,HIGH,,OHIO,OH-05,HURON,BELLEVUE,0.1,SNYDERS DITCH-OS,WATER SUPPLY,GRAVITY,1874,20,259,4010,,CITY OF BELLEVUE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,LYME,SR,RE,20,17,,215,259,11.4,0.02,,,,,,,20/10/1987,YES,,,,,,,,,,,OH,05/09/1995,1226-001,-82.826667,41.268333,39,39077,725
OH00805,OH,BELLEVUE UPGROUND RESERVOIR NO. 3,,HIGH,,OHIO,OH-05,HURON,BELLEVUE,0.1,SNYDERS DITCH-OS,WATER SUPPLY,GRAVITY,1900,25,290,3285,,CITY OF BELLEVUE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,LYME,SR,RE,25,21,,230,290,14,0.03,,,,,,,20/10/1987,YES,,,,,,,,,,,OH,05/09/1995,1226-002,-82.825,41.27,39,39077,726
OH00806,OH,BELLEVUE UPGROUND RESERVOIR NO. 4,,HIGH,,OHIO,OH-05,HURON,BELLEVUE,0.6,MILLER DITCH-OS,WATER SUPPLY,GRAVITY,1919,18,544,4593,,CITY OF BELLEVUE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,LYME,SR,RE,18,15,,426,544,32.4,0.05,,,,,,,20/10/1987,YES,,,,,,,,,,,OH,05/09/1995,1226-003,-82.823333,41.261667,39,39077,727
OH00807,OH,CEDARVILLE UPGROUND RESERVOIR,,HIGH,,OHIO,OH-07,GREENE,CEDARVILLE,0.1,MASSIES CREEK-OS,WATER SUPPLY,GRAVITY,1963,15,72,1570,,VILLAGE OF CEDARVILLE,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,CEDARVILLE,S,RE,15,12,,55,72,5,0.01,U,,,,,,12/05/1989,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,9536-005,-83.815,39.741111,39,39057,728
OH00808,OH,NEWARK LOW HEAD DAM,,LOW,,OHIO,OH-12,LICKING,NEWARK,0.1,NORTH FORK LICKING RIVER,WATER SUPPLY,GRAVITY,1960,17,76,175,,CITY OF NEWARK,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,NEWARK,S,CN,12,12,17,76,,12,240,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,0023-013,-82.411111,40.0875,39,39089,729
OH00809,OH,BALLVILLE DAM,,HIGH,,OHIO,OH-05,SANDUSKY,BALLVILLE,0.4,SANDUSKY RIVER,WATER SUPPLY,GRAVITY,1911,34,2402,423,30597,CITY OF FREMONT,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,BALLVILLE,S,CNPG,34,24,,524,2402,89,1254,,,,,,,13/11/1980,YES,,,,,,,,,,,OH,05/09/1995,1231-003,-83.136389,41.326389,39,39143,730
OH00810,OH,HARPERSFIELD LOW HEAD DAM,,LOW,,OHIO,OH-19,ASHTABULA,HARPERSFIELD,0.1,GRAND RIVER,WATER SUPPLY,GRAVITY,1900,9,250,325,,OHIO WATER SERVICE COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,HARPERSFIELD,S,CNPG,9,9,,250,250,36,575,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,1607-011,-80.944444,41.756111,39,39007,731
OH00811,OH,SARDINIA RESERVOIR DAM,,SIGNIFICANT,,OHIO,OH-02,BROWN,SARDINIA,0.4,TR-EAST FORK WHITE OAK CREEK,WATER SUPPLY,GRAVITY,1953,26,40,200,1286,VILLAGE OF SARDINIA,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,WASHINGTON,S,RE,26,24,,29,40.2,3.9,0.31,,,,,,,09/04/1992,NO,,,,,,,,,,,OH,05/09/1995,9036-001,-83.8075,39.016667,39,39015,732
OH00812,OH,SUNBURY UPGROUND RESERVOIR NO. 1,,HIGH,,OHIO,OH-12,DELAWARE,SUNBURY,,BIG WALNUT CREEK-OS,WATER SUPPLY,GRAVITY,1955,16,91,2251,,VILLAGE OF SUNBURY,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,BERKSHIRE,SR,RE,16,14,,77,91,7.2,0.03,,,,,,,29/12/1994,YES,,,,,,,,,,,OH,05/09/1995,0126-001,-82.855,40.248333,39,39041,733
OH00813,OH,WELLSTON RESERVOIR DAM,,HIGH,,OHIO,OH-06,JACKSON,RATCHFORD,1.9,TR-LITTLE RACCOON CREEK,WATER SUPPLY,GRAVITY,1920,41,69,460,,CITY OF WELLSTON,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",,NO,MILTON,S,RE,41,38,,50.7,68.8,4.3,0.06,,,,,,,23/08/1990,NO,,,,,,,,,,,OH,05/09/1995,9124-007,-82.551111,39.140278,39,39079,734
OH00814,OH,BETHEL UPGROUND RESERVOIR NO. 1,,SIGNIFICANT,,OHIO,OH-02,CLERMONT,BATAVIA,15.2,CLOVERLICK CREEK-OS,WATER SUPPLY,GRAVITY,1960,25,106,2000,,VILLAGE OF BETHEL,LOCAL GOV'T,"OHIO DNR, DIVISION OF WATER",USDA NRCS,NO,TATE,S,RE,25,22,,92,106,5.5,,U,,,,,,30/11/1989,NO,,USDA NRCS,,,,,,,USDA NRCS,11/08/1995,OH,05/09/1995,8740-007,-84.069444,38.986389,39,39025,735
OH00816,OH,HORSE RUN NO. 1 DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,HORSE RUN,OTHER,GRAVITY,1952,58,2266,750,4440,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,58,25,,221,2266,27,2.6,,,,,,,07/03/1985,YES,,,,,,,,,,,OH,05/09/1995,9515-001,-81.732778,39.733889,39,39115,736
OH00817,OH,HORSE RUN NO. 2 DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-HORSE RUN,OTHER,GRAVITY,1952,39,344,500,2542,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,39,35,,222,344,19,0.53,,,,,,,07/03/1985,YES,,,,,,,,,,,OH,05/09/1995,9515-002,-81.725833,39.734167,39,39115,737
OH00818,OH,HORSE RUN NO. 3 DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-HORSE RUN,OTHER,GRAVITY,1961,40,466,400,4093,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,40,14,,48,466,12,0.6,,,,,,,07/03/1985,YES,,,,,,,,,,,OH,05/09/1995,9515-004,-81.721111,39.732778,39,39115,738
OH00819,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,BRANNONS FORK,OTHER,GRAVITY,1958,55,2762,580,457,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MANCHESTER,O,RE,55,14,,174,2762,33.2,7.53,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-006,-81.683611,39.718056,39,39115,739
OH00820,OH,HORSE RUN NO. 4 DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-HORSE RUN,OTHER,GRAVITY,1954,44,354,550,16500,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,REER,44,33,,187,354,11,1.09,,,,,,,08/03/1985,YES,,,,,,,,,,,OH,05/09/1995,9515-007,-81.703333,39.703333,39,39115,740
OH00821,OH,HORSE RUN RAILROAD EMBANKMENT DAM,,HIGH,,OHIO,OH-18,MORGAN,UNIONVILLE,,HORSE RUN,OTHER,GRAVITY,1951,90,8948,800,785,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MANCHESTER,O,RE,90,9,,20,8948,6,9.05,,,,,,,08/03/1985,YES,,,,,,,,,,,OH,05/09/1995,9515-011,-81.696667,39.688333,39,39115,741
OH00822,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-DYES FORK,OTHER,GRAVITY,1958,52,585,1000,57,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,52,12,,30,585,6,0.71,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-012,-81.712222,39.682222,39,39115,742
OH00823,OH,OHIO POWER COMPANY POND DAM,,HIGH,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-DYES FORK,OTHER,GRAVITY,1958,75,120,550,11,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,75,48,,65,120,1.1,0.25,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-013,-81.717778,39.675278,39,39115,743
OH00824,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-MEIGS CREEK,OTHER,GRAVITY,1964,30,67,560,47,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,30,24,,41,67,8,0.19,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-018,-81.741667,39.737222,39,39115,744
OH00825,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-MEIGS CREEK,OTHER,GRAVITY,1967,55,161,525,27,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,55,33,,27,161,6.4,0.38,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-019,-81.748333,39.745,39,39115,745
OH00826,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-HORSE RUN,OTHER,GRAVITY,1960,59,187,750,919,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,59,48,,100,187,4,0.12,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-020,-81.716389,39.716389,39,39115,746
OH00827,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-MEIGS CREEK,OTHER,GRAVITY,1964,50,614,1065,284,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MEIGSVILLE,O,RE,50,17,,39,614,6.4,0.57,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-021,-81.7425,39.666944,39,39115,747
OH00828,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-MEIGS CREEK,OTHER,GRAVITY,1964,30,51,625,24,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MEIGSVILLE,O,RE,30,13,,10,51,2,0.04,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-022,-81.737778,39.661111,39,39115,748
OH00829,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,MEIGS,,TR-MANS FORK,OTHER,GRAVITY,1974,55,70,300,52,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,55,51,,24,70,1.7,0.11,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9516-003,-81.802778,39.742222,39,39115,749
OH00830,OH,OHIO POWER COMPANY POND DAM,,HIGH,,OHIO,OH-18,MORGAN,MEIGS,,TR-MANS FORK,OTHER,GRAVITY,,60,204,300,74,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,60,55,,78,204,4.8,0.13,,,,,,,10/08/1976,NO,,,,,,,,,,,OH,05/09/1995,9516-004,-81.807778,39.745556,39,39115,750
OH00831,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,MEIGS,,TR-MANS FORK,OTHER,GRAVITY,1961,54,210,500,50,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BLOOM,O,RE,54,49,,163,210,9.3,0.48,,,,,,,10/08/1976,NO,,,,,,,,,,,OH,05/09/1995,9516-005,-81.817222,39.742778,39,39115,751
OH00832,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,MEIGS,,TR-MANS FORK,OTHER,GRAVITY,1966,56,175,400,54,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,56,52,,123,175,6.5,0.12,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9516-006,-81.804444,39.710833,39,39115,752
OH00833,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-MANS FORK,OTHER,GRAVITY,1968,38,199,400,11,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,38,11,,30,199,7,0.35,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9516-007,-81.777222,39.720556,39,39115,753
OH00835,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,BRANNON FORK,OTHER,GRAVITY,1960,45,1411,700,774,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,45,30,,401,1411,34,2.56,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9615-001,-81.698889,39.750556,39,39115,754
OH00836,OH,OHIO POWER COMPANY POND DAM,,LOW,,OHIO,OH-18,MORGAN,AVA,,TR-BRANNON FORK,OTHER,GRAVITY,1960,30,113,400,22,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MANCHESTER,O,RE,30,24,,79,113,5.3,0.32,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9615-019,-81.694722,39.751111,39,39115,755
OH00837,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-DYES FORK,OTHER,GRAVITY,1964,55,455,930,300,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MANCHESTER,O,RE,55,36,,238,455,10,0.18,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9615-021,-81.667778,39.751111,39,39115,756
OH00838,OH,INTERNATIONAL ANIMAL PRESERVE POND DAM,DAM #2,SIGNIFICANT,,OHIO,OH-18,MUSKINGUM,CUMBERLAND,,TR-MILLER CREEK,OTHER,GRAVITY,1961,43,848,550,232,INTERNATIONAL CENTER FOR THE,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,RICH HILL,O,RE,43,33,,848,,15.3,1.2,,,,,,,03/11/1972,NO,,,,,,,,,,,OH,05/09/1995,9615-007,-81.719444,39.848333,39,39119,757
OH00839,OH,INTERNATIONAL ANIMAL PRESERVE POND DAM,DAM #4,SIGNIFICANT,,OHIO,OH-18,MUSKINGUM,CUMBERLAND,,TR-MILLER CREEK,OTHER,GRAVITY,1962,41,418,500,10,INTERNATIONAL CENTER FOR THE,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,RICH HILL,O,RE,41,31,,184,418,19.9,0.25,,,,,,,03/11/1972,NO,,,,,,,,,,,OH,05/09/1995,9615-008,-81.734444,39.849167,39,39119,758
OH00840,OH,INTERNATIONAL ANIMAL PRESERVE POND DAM,,SIGNIFICANT,,OHIO,OH-18,MUSKINGUM,CUMBERLAND,,TR-MILLER CREEK,OTHER,GRAVITY,1962,40,377,400,148,INTERNATIONAL CENTER FOR THE,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MEIGS,O,RE,40,26,,70,377,14.2,0.23,,,,,,,23/08/1973,NO,,,,,,,,,,,OH,05/09/1995,9615-009,-81.736667,39.843889,39,39119,759
OH00841,OH,INTERNATIONAL ANIMAL PRESERVE POND DAM,,HIGH,,OHIO,OH-18,MUSKINGUM,CUMBERLAND,,MILLER CREEK,OTHER,GRAVITY,1976,76,1378,910,10191,INTERNATIONAL CENTER FOR THE,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MEIGS,O,RE,76,56,,415,1378,33,1.8,,,,,,,24/02/1983,NO,,,,,,,,,,,OH,05/09/1995,9615-010,-81.733333,39.836944,39,39119,760
OH00842,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MUSKINGUM,UNIONVILLE,,TR-BRANNON FORK,OTHER,GRAVITY,1962,44,400,450,,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MEIGS,O,RE,44,,,,400,,0.77,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9615-014,-81.721389,39.774444,39,39119,761
OH00843,OH,OHIO POWER COMPANY POND DAM,,LOW,,OHIO,OH-18,MUSKINGUM,UNIONVILLE,,BRANNON FORK,OTHER,GRAVITY,1962,18,276,500,178,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MEIGS,O,RE,18,13,,123,276,15.6,0.68,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9615-015,-81.721111,39.768333,39,39119,762
OH00845,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MUSKINGUM,BLUEBELL,,SIMS RUN,OTHER,GRAVITY,1962,55,349,550,341,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,RICH HILL,O,RE,55,44,,285,349,14.6,0.54,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9715-007,-81.720833,39.919444,39,39119,763
OH00846,OH,OHIO POWER COMPANY POND DAM,,HIGH,,OHIO,OH-18,MORGAN,UNIONVILLE,,TR-DYES FORK,OTHER,GRAVITY,1958,65,370,570,372,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BRISTOL,O,RE,65,21,,9,370,1.5,0.55,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-015,-81.716667,39.676667,39,39115,764
OH00847,OH,OHIO POWER COMPANY POND DAM,,HIGH,,OHIO,OH-18,MORGAN,UNIONVILLE,,DYES FORK,OTHER,GRAVITY,1959,55,3224,710,3183,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MANCHESTER,O,RE,55,5,,95,3224,29,,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-016,-81.676111,39.729167,39,39115,765
OH00848,OH,OHIO POWER COMPANY POND DAM,,SIGNIFICANT,,OHIO,OH-18,MORGAN,UNIONVILLE,,SUGARTREE RUN,OTHER,GRAVITY,1962,35,659,950,6746,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,MANCHESTER,O,RE,35,17,,108,659,19,1.9,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9515-017,-81.665,39.732778,39,39115,766
OH00849,OH,OHIO POWER COMPANY POND NB-64 DAM,,SIGNIFICANT,,OHIO,OH-18,NOBLE,RENROCK,,TR-DYES FORK,OTHER,GRAVITY,1962,35,159,400,,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BROOKFIELD,O,RE,35,14,,28,159,2.5,0.12,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9615-006,-81.633611,39.774444,39,39121,767
OH00850,OH,OHIO POWER COMPANY POND NB-176 DAM,,SIGNIFICANT,,OHIO,OH-18,NOBLE,AVA,,COAL RUN,OTHER,GRAVITY,1962,55,219,500,89,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BROOKFIELD,O,RE,55,50,,157,219,8.7,0.18,,,,,,,,NO,,,,,,,,,,,OH,05/09/1995,9615-012,-81.637222,39.812222,39,39121,768
OH00851,OH,OHIO POWER COMPANY POND NB-171 DAM,,SIGNIFICANT,,OHIO,OH-18,NOBLE,AVA,4.4,TR-COAL RUN,OTHER,GRAVITY,1962,53,211,350,,OHIO POWER COMPANY,PRIVATE,"OHIO DNR, DIVISION OF WATER",,NO,BROOKFIELD,O,RE,53,41,,80,211,7.6,0.3,,,,,,,01/08/1995,NO,,,,,,,,,,,OH,05/09/1995,9615-013,-81.631111,39.8075,39,39121,769
